Existence of hotels - does not exist,Total number of restaurants,Town,Existence of cafes - does not exist,refArea,Existence of touristic attractions prone to be exploited and developed - exists,Total number of guest houses,Observation URI,Existence of restaurants - does not exist,Total number of hotels,Existence of hotels - exists,Existence of restaurants - exists,Existence of initiatives and projects in the past five years to improve the tourism sector - exists,publisher,Total number of cafes,Existence of guest houses - exists,dataset,Existence of touristic attractions that can be expolited and developed - does not exist,Tourism Index,references,Existence of cafes - exists,Existence of guest houses - does not exist
1,0,Karm Saddeh,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Karm+Saddeh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Karm Zebdine,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Karm+Zebdine,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,6,Ketermaya,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ketermaya,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,1,Keyfoun,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Keyfoun,0,1,1,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,6,Kfar Aabida,1,http://dbpedia.org/resource/Batroun_District,0,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Aabida,0,0,0,1,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,4,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Kfar Aamay,1,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Aamay,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,2,Kfar Aaqab,0,http://dbpedia.org/resource/Matn_District,0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Aaqab,0,0,0,1,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,2,Kfar Aaqqa,0,https://dbpedia.org/page/North_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Aaqqa,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,5,Kfar Baal,0,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Baal,0,3,1,1,0,Impact Open Data,18,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Beit,1,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Beit,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar Bibnine,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Bibnine,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Chellal,1,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Chellal,1,0,0,0,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Kfar Chellane,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Chellane,0,0,0,1,0,Impact Open Data,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,3,Kfar Chima,1,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Chima,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Kfar Chouba,0,http://dbpedia.org/resource/Hasbaya_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Chouba,0,0,0,1,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Kfar Dane,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Dane,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar Denis,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Denis,1,0,0,0,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,20,Kfar Dibiane,0,http://dbpedia.org/resource/Keserwan_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Dibiane,0,8,1,1,1,Impact Open Data,10,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,10,https://impact.cib.gov.lb/home#open_data_section,1,0
1,1,Kfar Dounine,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Dounine,0,0,0,1,1,Impact Open Data,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Falous,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Falous,1,0,0,0,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Faqoud,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Faqoud,1,0,0,0,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Habou,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Habou,1,0,0,0,0,Impact Open Data,10,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Hamam,1,http://dbpedia.org/resource/Hasbaya_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Hamam,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar Hatta Saida,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Hatta+Saida,1,0,0,0,0,Impact Open Data,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,2,Kfar Hay,0,http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Hay,0,0,0,1,1,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,1,Kfar Hazir,1,https://dbpedia.org/page/North_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Hazir,0,0,0,1,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Kfar Heam,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Heam,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,15,Kfar Hilda,0,http://dbpedia.org/resource/Batroun_District,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Hilda,0,0,0,1,0,Impact Open Data,8,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,2,Kfar Houneh,0,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Houneh,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,1,Kfar Jreif,1,http://dbpedia.org/resource/Keserwan_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Jreif,0,1,1,1,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,0,1
1,5,Kfar Kila,1,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Kila,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,2,Kfar Matta,0,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Matta,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,5,Kfar Melki Saida,1,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Melki+Saida,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar Nabrakh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Nabrakh,1,0,0,0,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,1,Kfar Niss,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Niss,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,0
0,0,Kfar Qatra,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Qatra,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Kfar Qouq,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Qouq,1,0,0,0,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,3,Kfar Roummane,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Roummane,0,1,1,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfar Selouane,0,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Selouane,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,1,1
0,6,Kfar Sir,1,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Sir,0,1,1,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar Tay El-Matn,1,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Tay+El-Matn,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar Tibnit,1,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+Tibnit,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfar michki,1,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfar+michki,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,8,Kfardlaqous,0,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfardlaqous,0,0,0,1,0,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfarfila,0,https://dbpedia.org/page/Nabatieh_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarfila,0,0,0,1,1,Impact Open Data,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,2,Kfarfou,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarfou,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,5,Kfarhata ,0,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarhata+,0,0,0,1,0,Impact Open Data,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
0,0,Kfarhata Zgharta,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarhata+Zgharta,0,1,1,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfarsghab,0,http://dbpedia.org/resource/Zgharta_District,1,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarsghab,1,0,0,0,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,4,https://impact.cib.gov.lb/home#open_data_section,1,0
1,2,Kfartoun,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfartoun,0,0,0,1,0,Impact Open Data,12,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kfaryachit,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfaryachit,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,3,Kfarzabad,1,http://dbpedia.org/resource/ZahlÃ©_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarzabad,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfarzaina,1,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfarzaina,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kfoun,1,http://dbpedia.org/resource/Byblos_District,1,8,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfoun,1,0,0,0,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,1,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Kfour El-Aarbi,1,http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfour+El-Aarbi,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,1,Kfour En-Nabatieh,1,http://dbpedia.org/resource/Nabatieh_Governorate,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kfour+En-Nabatieh,1,1,1,1,1,Impact Open Data,3,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,7,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Khalwat,0,http://dbpedia.org/resource/Hasbaya_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khalwat,0,0,0,1,0,Impact Open Data,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Kharbe,1,http://dbpedia.org/resource/Byblos_District,0,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kharbe,1,0,0,0,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,1,https://impact.cib.gov.lb/home#open_data_section,0,0
1,0,Kharnoub,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kharnoub,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Khartoum,1,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khartoum,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Khat el Petrol,1,https://dbpedia.org/page/Akkar_Governorate,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khat+el+Petrol,1,0,0,0,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,1,https://impact.cib.gov.lb/home#open_data_section,0,0
0,0,Khayayeb Saida,0,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khayayeb+Saida,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,0,Khereibet Ech-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khereibet+Ech-Chouf,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
1,2,Khinchara,0,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khinchara,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,3,Khirbet Bisri,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Bisri,0,0,0,1,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,0,1
1,4,Khirbet Char,0,https://dbpedia.org/page/Akkar_Governorate,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Char,0,0,0,1,0,Impact Open Data,3,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,7,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Khirbet Daoud Aakkar,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Daoud+Aakkar,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Khirbet Jord,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Jord,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,4,Khirbet Qanafar,0,http://dbpedia.org/resource/Western_Beqaa_District,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Qanafar,0,2,1,1,0,Impact Open Data,2,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,10,https://impact.cib.gov.lb/home#open_data_section,1,0
1,0,Khirbet Rouha,1,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Rouha,1,0,0,0,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,7,Khirbet Selm,0,http://dbpedia.org/resource/Bint_Jbeil_District,1,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khirbet+Selm,0,0,0,1,1,Impact Open Data,10,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,-1,7,https://impact.cib.gov.lb/home#open_data_section,1,0
0,3,Khiyam Marjaayoun,0,http://dbpedia.org/resource/Marjeyoun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khiyam+Marjaayoun,0,2,1,1,0,Impact Open Data,5,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,-1,9,https://impact.cib.gov.lb/home#open_data_section,1,1
1,2,Khodr Baalbek,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khodr+Baalbek,0,0,0,1,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,6,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Khreibet Baabda,1,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khreibet+Baabda,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Khreibet Ej-Jindi,0,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khreibet+Ej-Jindi,1,0,0,0,0,Impact Open Data,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,3,https://impact.cib.gov.lb/home#open_data_section,1,1
1,0,Khzaiz,1,http://dbpedia.org/resource/Sidon_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Khzaiz,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kleyleh,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kleyleh,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kneisset Aakkar,1,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kneisset+Aakkar,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1
1,0,Kneisset Ech-Chouf,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kneisset+Ech-Chouf,1,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,0,Kneisset Sour,0,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Kneisset+Sour,0,0,0,0,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0
